****** Process <22192.237.0>    -- 100.00 % of profiled time *** 
FUNCTION                                                      CALLS        %       TIME  [uS / CALLS]
--------                                                      -----  -------       ----  [----------]
inet:gethostbyname_tm/5                                            8     0.00          4  [      0.50]
'Elixir.CustomMetricsLogger':connect/2                             1     0.00          4  [      4.00]
erlang:iolist_to_binary/1                                         12     0.00          4  [      0.33]
erlang:'++'/2                                                     36     0.00          4  [      0.11]
'Elixir.String.Chars.Integer':to_string/1                          6     0.00          5  [      0.83]
'Elixir.Inspect.Integer':inspect/2                                 6     0.00          5  [      0.83]
'Elixir.Inspect.Opts':new/1                                        2     0.00          5  [      2.50]
io:put_chars/2                                                     3     0.00          5  [      1.67]
'Elixir.System':get_env/2                                          1     0.00          5  [      5.00]
gen_server:decode_msg/9                                            5     0.00          5  [      1.00]
gen_server:handle_common_reply/8                                   4     0.00          5  [      1.25]
'Elixir.CustomMetricsLogger':connect/1                             1     0.00          5  [      5.00]
'Elixir.Inspect.Tuple':inspect/2                                   2     0.00          6  [      3.00]
'Elixir.Inspect.Algebra':concat/2                                 64     0.00          7  [      0.11]
inet_gethost_native:listify/1                                      8     0.00          7  [      0.88]
'Elixir.GridSearchWorker':'-transform_params/1-fun-0-'/2          12     0.00          7  [      0.58]
io:io_request/2                                                    3     0.00          7  [      2.33]
inet:gethostbyname_tm/3                                            4     0.00          7  [      1.75]
lists:keyfind/3                                                   60     0.00          7  [      0.12]
inet:getaddrs_tm/3                                                 4     0.00          8  [      2.00]
inet_db:db_get/1                                                  13     0.00          9  [      0.69]
inet_gethost_native:parse_address/2                                4     0.00          9  [      2.25]
inet:gethostbyname_tm_native/4                                     4     0.00          9  [      2.25]
gen_server:try_handle_cast/3                                       4     0.00          9  [      2.25]
gen_server:handle_msg/6                                            5     0.00          9  [      1.80]
'Elixir.Inspect.Algebra':container_doc/6                           8     0.00         10  [      1.25]
'Elixir.MetricsLogger':timing/3                                    2     0.00         10  [      5.00]
inet:getaddr/3                                                     4     0.00         10  [      2.50]
erlang:prepare_loading/2                                          13     0.00         10  [      0.77]
'Elixir.Inspect.List':inspect/2                                    6     0.00         11  [      1.83]
'Elixir.MetricsLogger':increment/3                                 2     0.00         11  [      5.50]
inet_gethost_native:getit/2                                        4     0.00         11  [      2.75]
'Elixir.IO':inspect/3                                              2     0.00         11  [      5.50]
persistent_term:get/2                                              7     0.00         11  [      1.57]
'Elixir.GenServer':call/3                                          4     0.00         12  [      3.00]
'Elixir.Inspect.Algebra':to_doc/2                                 26     0.00         12  [      0.46]
inet_db:tolower/1                                                  8     0.00         12  [      1.50]
inet_db:rfc_4343_lc/1                                             72     0.00         12  [      0.17]
'Elixir.GridSearch':search/2                                       2     0.00         12  [      6.00]
'Elixir.Keyword':get/3                                            58     0.00         13  [      0.22]
'Elixir.Inspect.Algebra':color/3                                  42     0.00         14  [      0.33]
'Elixir.GridSearch.Params':'-new/3-fun-0-'/2                       6     0.00         14  [      2.33]
'Elixir.Inspect':inspect/2                                        26     0.00         15  [      0.58]
gen_udp:send/5                                                     4     0.00         15  [      3.75]
inet:gethostbyname_self/2                                          4     0.00         16  [      4.00]
erlang:list_to_atom/1                                              4     0.00         16  [      4.00]
erlang:send/2                                                      5     0.00         16  [      3.20]
erlang:function_exported/3                                        13     0.00         17  [      1.31]
'Elixir.MeasuredWorker':do_work/3                                  2     0.00         18  [      9.00]
'Elixir.Inspect.Algebra':format/3                                150     0.00         19  [      0.13]
unicode:characters_to_binary/2                                     5     0.00         19  [      3.80]
erlang:prepare_loading_1/2                                        13     0.00         19  [      1.46]
'Elixir.Inspect.Algebra':container_each/6                         32     0.00         20  [      0.63]
code:call/1                                                       26     0.00         21  [      0.81]
erlang:integer_to_binary/1                                        18     0.00         21  [      1.17]
erlang:module_loaded/1                                            13     0.00         21  [      1.62]
'Elixir.MeasuredWorker':handle_cast/2                              4     0.00         22  [      5.50]
erlang:whereis/1                                                  18     0.00         26  [      1.44]
code:load_module/5                                                13     0.00         27  [      2.08]
error_handler:ensure_loaded/1                                     13     0.00         28  [      2.15]
erlang:send/3                                                      4     0.00         29  [      7.25]
'Elixir.GridSearchWorker':do_work/1                                2     0.00         30  [     15.00]
erts_internal:open_port/2                                          1     0.00         33  [     33.00]
ets:lookup_element/4                                              13     0.00         34  [      2.62]
error_handler:undefined_function/3                                13     0.00         39  [      3.00]
'Elixir.Inspect.Float':inspect/2                                  12     0.00         45  [      3.75]
gen_server:loop/7                                                  5     0.00         47  [      9.40]
io:execute_request/3                                               3     0.00         52  [     17.33]
erts_internal:port_control/3                                       4     0.00         57  [     14.25]
'Elixir.GridSearch.Params':new/3                                   2     0.00         58  [     29.00]
inet_gethost_native:wait_reply/2                                   4     0.00         70  [     17.50]
'Elixir.Inspect.Algebra':'fits?'/4                               422     0.00         76  [      0.18]
erlang:monitor/2                                                  30     0.00        142  [      4.73]
erlang:monitor/3                                                   8     0.00        158  [     19.75]
erlang:demonitor/2                                                34     0.00        159  [      4.68]
gen:do_call/4                                                      5     0.00        181  [     36.20]
'Elixir.String.Chars':to_string/1                                  7     0.00        231  [     33.00]
code_server:call/1                                                26     0.00        410  [     15.77]
inet_gethost_native:call/3                                         4     0.00        440  [    110.00]
erts_internal:prepare_loading/2                                   13     0.00       6212  [    477.85]
code:ensure_loaded/1                                              13     0.00       9382  [    721.69]
'Elixir.Stream':'-zip_with/2-fun-1-'/4                      14400002     0.57    1163350  [      0.08]
'Elixir.GridSearch.Accumulator':min/3                       14400000     0.60    1206814  [      0.08]
'Elixir.Enum':reduce/3                                      14400008     0.63    1277572  [      0.09]
'Elixir.GridSearch.Accumulator':accumulate/3                14400000     0.69    1404734  [      0.10]
'Elixir.Enum':reduce_range/5                                 7200000     1.01    2046837  [      0.28]
'Elixir.Enum':zip/1                                         14400002     1.09    2209671  [      0.15]
'Elixir.Enum':reverse/1                                     14400000     1.12    2262157  [      0.16]
'Elixir.Stream':zip_with/2                                  14400002     1.19    2418791  [      0.17]
lists:all/2                                                 14400002     1.25    2533006  [      0.18]
'Elixir.Enum':'-zip_reduce/3-fun-0-'/1                      43200006     1.60    3244136  [      0.08]
'Elixir.Enum':zip_reduce/3                                  14400002     1.74    3519901  [      0.24]
erlang:list_to_tuple/1                                      43200006     1.98    4018854  [      0.09]
'Elixir.Enum':amount_with_step/2                            57600000     2.05    4150317  [      0.07]
'Elixir.Enum':at/2                                          57600000     2.21    4484702  [      0.08]
'Elixir.GridSearch':'-search/2-fun-0-'/3                    14400000     2.28    4622937  [      0.32]
'Elixir.GridSearch.Params':'-next/1-fun-0-'/2               43200000     2.30    4660297  [      0.11]
erlang:is_list/1                                            57600006     2.48    5019645  [      0.09]
'Elixir.GridSearch.Params':next/1                           14400000     2.60    5264302  [      0.37]
'Elixir.Enum':'-zip_reduce/3-fun-1-'/3                      43200006     3.06    6204246  [      0.14]
'Elixir.Enum':'-zip/1-fun-0-'/2                             43200006     3.17    6421338  [      0.15]
'Elixir.GridSearchWorker':'-do_work/1-fun-0-'/1             14400000     3.18    6436893  [      0.45]
'Elixir.Enum':drop_list/2                                   86400000     3.26    6608983  [      0.08]
'Elixir.Enum':'-reduce/3-lists^foldl/2-0-'/3                57600024     3.67    7428525  [      0.13]
lists:all_1/2                                               57600006     3.74    7572192  [      0.13]
'Elixir.Enum':at/3                                          57600000     4.00    8099025  [      0.14]
'Elixir.Enum':slice_list/4                                  57600000     4.11    8330296  [      0.14]
'Elixir.Enum':slice_forward/4                               57600000     4.17    8443775  [      0.15]
'Elixir.Enum':take_list/2                                  115200000     6.08   12320991  [      0.11]
'Elixir.Stream':zip_list/4                                  57600008     7.18   14545295  [      0.25]
lists:reverse/2                                            115200022     7.21   14599669  [      0.13]
lists:reverse/1                                            100800024     7.50   15198446  [      0.15]
'Elixir.Stream':zip_list_heads_tails/3                     230400026    12.27   24867591  [      0.11]
--------------------------------------------------------  ----------  -------  ---------  [----------]
Total:                                                    1562402402  100.00%  202604068  [      0.13]
Stopping Source
Completion time: 205891 ms
