****** Process <22192.235.0>    -- 100.00 % of profiled time *** 
FUNCTION                                                      CALLS        %      TIME  [uS / CALLS]
--------                                                      -----  -------      ----  [----------]
'Elixir.Inspect.Algebra':concat/2                               352     0.00        28  [      0.08]
inet_gethost_native:ensure_started/0                             22     0.00        29  [      1.32]
gen_server:handle_msg/6                                          14     0.00        29  [      2.07]
'Elixir.Inspect.List':inspect/2                                  33     0.00        30  [      0.91]
'Elixir.Inspect.Algebra':to_doc/2                               143     0.00        32  [      0.22]
'Elixir.Enum':zip_reduce/3                                       22     0.00        32  [      1.45]
'Elixir.GridSearchWorker':'-transform_params/1-fun-0-'/2         66     0.00        33  [      0.50]
'Elixir.Stream':zip_list/4                                       88     0.00        34  [      0.39]
'Elixir.Inspect.Tuple':inspect/2                                 11     0.00        34  [      3.09]
erlang:port_get_data/1                                           22     0.00        34  [      1.55]
erlang:integer_to_binary/1                                       70     0.00        35  [      0.50]
inet_db:res_option/1                                             44     0.00        36  [      0.82]
erlang:'++'/2                                                   198     0.00        36  [      0.18]
'Elixir.GridSearch':search/2                                     11     0.00        38  [      3.45]
erts_internal:port_control/3                                      4     0.00        39  [      9.75]
'Elixir.GenServer':call/3                                        13     0.00        40  [      3.08]
inet:gethostbyname_tm/3                                          22     0.00        41  [      1.86]
'Elixir.GridSearch.Params':'-new/3-fun-0-'/2                     33     0.00        42  [      1.27]
inet_gethost_native:listify/1                                    44     0.00        43  [      0.98]
unicode:characters_to_binary/2                                   14     0.00        44  [      3.14]
'Elixir.Inspect.Algebra':container_doc/6                         44     0.00        45  [      1.02]
'Elixir.Inspect.Float':inspect/2                                 46     0.00        45  [      0.98]
'Elixir.Keyword':get/3                                          319     0.00        45  [      0.14]
lists:keyfind/3                                                 330     0.00        48  [      0.15]
lists:reverse/1                                                 200     0.00        49  [      0.24]
io:io_request/2                                                  12     0.00        50  [      4.17]
'Elixir.String.Chars.Integer':to_string/1                        24     0.00        51  [      2.13]
inet:getaddr/3                                                   22     0.00        51  [      2.32]
inet:gethostbyname_tm/5                                          44     0.00        51  [      1.16]
erlang:whereis/1                                                 23     0.00        51  [      2.22]
inet:getaddr/2                                                   22     0.00        55  [      2.50]
'Elixir.IO':inspect/3                                            11     0.00        57  [      5.18]
erlang:send/2                                                    23     0.00        58  [      2.52]
erlang:send/3                                                    13     0.00        58  [      4.46]
inet:gethostbyname_tm_native/4                                   22     0.00        59  [      2.68]
persistent_term:get/2                                            34     0.00        59  [      1.74]
'Elixir.GridSearchWorker':do_work/1                              11     0.00        60  [      5.45]
inet:getaddrs_tm/3                                               22     0.00        62  [      2.82]
'Elixir.MetricsLogger':timing/3                                  11     0.00        63  [      5.73]
inet_gethost_native:parse_address/2                              22     0.00        66  [      3.00]
'Elixir.Inspect.Algebra':container_each/6                       176     0.00        68  [      0.39]
inet_db:rfc_4343_lc/1                                           396     0.00        69  [      0.17]
erlang:list_to_atom/1                                            22     0.00        70  [      3.18]
inet_db:db_get/1                                                 67     0.00        75  [      1.12]
'Elixir.Stream':zip_list_heads_tails/3                          319     0.00        75  [      0.24]
'Elixir.Inspect':inspect/2                                      143     0.00        76  [      0.53]
'Elixir.MeasuredWorker':handle_cast/2                            13     0.00        77  [      5.92]
'Elixir.MetricsLogger':increment/3                               11     0.00        85  [      7.73]
'Elixir.String.Chars':to_string/1                                25     0.00        90  [      3.60]
gen_udp:send/5                                                   22     0.00        97  [      4.41]
inet_gethost_native:getit/2                                      22     0.00        98  [      4.45]
erlang:monitor/2                                                 13     0.00       115  [      8.85]
gen_server:loop/7                                                14     0.00       119  [      8.50]
'Elixir.MeasuredWorker':do_work/3                                11     0.00       123  [     11.18]
inet_gethost_native:call/3                                       22     0.00       124  [      5.64]
'Elixir.Inspect.Algebra':format/3                               825     0.00       127  [      0.15]
inet:gethostbyname_self/2                                        22     0.00       138  [      6.27]
io:execute_request/3                                             12     0.00       151  [     12.58]
'Elixir.Enum':'-zip_reduce/3-fun-0-'/1                           66     0.00       154  [      2.33]
ets:lookup_element/4                                             67     0.00       189  [      2.82]
gen:do_call/4                                                    14     0.00       203  [     14.50]
inet_gethost_native:wait_reply/2                                 22     0.00       227  [     10.32]
erlang:demonitor/2                                               26     0.00       242  [      9.31]
'Elixir.Inspect.Algebra':'fits?'/4                             2321     0.00       268  [      0.12]
erlang:monitor/3                                                 35     0.00       357  [     10.20]
erts_internal:open_port/2                                         1     0.00       548  [    548.00]
'Elixir.Inspect.Algebra':color/3                                231     0.00      1552  [      6.72]
'Elixir.GridSearch.Accumulator':min/3                      11160000     2.96   1112644  [      0.10]
'Elixir.Enum':reduce/3                                     11160044     3.12   1170432  [      0.10]
'Elixir.GridSearch.Accumulator':accumulate/3               11160000     3.34   1255369  [      0.11]
'Elixir.Enum':reduce_range/5                                5580000     4.89   1837041  [      0.33]
lists:reverse/2                                            22320198    10.40   3906435  [      0.18]
'Elixir.GridSearch':'-search/2-fun-0-'/3                   11160000    10.60   3978784  [      0.36]
'Elixir.Enum':reverse/1                                    22320000    10.81   4057095  [      0.18]
'Elixir.GridSearch.Params':'-next/1-fun-0-'/2              33480000    10.91   4097383  [      0.12]
'Elixir.GridSearch.Params':next/1                          11160000    11.92   4474832  [      0.40]
'Elixir.ObjectiveFun':griewank_fun/1                       11160000    12.84   4821149  [      0.43]
'Elixir.Enum':'-reduce/3-lists^foldl/2-0-'/3               44640132    18.18   6827117  [      0.15]
--------------------------------------------------------  ---------  -------  --------  [----------]
Total:                                                    195311587  100.00%  37546684  [      0.19]
Stopping Source
Completion time: 42346 ms
